,letter,frequency
945,স্পন্দনরহিত,1
946,সর্বক্ষণ পতিত,1
947,ম্লান এভাবেই,1
948,প্রায়শরাত্রিদিন,1
949,নিঃসাড়পারিপার্শ্বিকেরপ্রতি,1
950,বাজে বেজে,1
951,অবেলায় পোস্টম্যান ,1
952,মার্বেলঅথবা,1
953,মল্লিকা সোমত্ত,1
954,গাছেরবাকলের,1
955,ঘ্রাণ অকাল,1
956,জ্যোৎস্নাধুয়ে,1
957,আপাততএকটি,1
958,শুধু সাংকেতিক,1
959,মতনআছে,1
960,কণ্ঠস্বরহীনএবং,1
961,সেরোপণ,1
962,বিস্তরস্বপ্নবীজ,1
963,ছাড়া কে,1
964,নারীহয়ে,1
965,লিরিক ,1
966,ইন্দ্রজালেসহসা,1
967,একজনকেমন,1
968,ভঙ্গিমায় যেনবা,1
969,বিপথগামী,1
970,ভালোয়বেলাশেষে,1
971,ঘুমানো ,1
972,যাওয়াঘর,1
973,ভিখারীর,1
974,দাঁতেচোখ,1
975,কাজান্তজাকিস,1
976,মধ্যরাতেসুদূর,1
977,গ্রীসের,1
978,বাওয়াস্বপ্নের,1
979,হাওয়া মরণ,1
980,আবৃত্তিকারী,1
981,বুড়োকাকাতুয়া,1
982,গুঁড়ো বেডশীট,1
983,আঁকড়েধর,1
984,তুমিসযত্নে,1
985,অনুবাদ শহুরে,1
986,মহল্লায়প্রত্যহ,1
987,ভ্রমণকারী,1
988,বধ্যভূমি গোধূলিতে,1
989,রাঙা ,1
990,নেইজনমানবের ,1
991,স্বরেগলে,1
992,সুরভি এমন,1
993,‘খরগোশ প্রজাপতি ,1
994,রকমনানারঙা,1
995,পাখ্‌পাখালি ,1
996,কাঠবিড়ালী,1
997,ছায়া গাছাপালা,1
998,দ্যাখোসোনালি,1
999,স্তবকেবিন্দু,1
1000,সমবায়,1
1001,পাতাগুলোউঠল,1
1002,গাছটার,1
1003,দেখি দাঁড়ালে ,1
1004,রইলে,1
1005,আমিবললাম ,1
1006,‘সবকিছু,1
1007,বদ্‌লে,1
1008,তুমি‘ঘুরে,1
1009,নেইউঁকি,1
1010,পাশে এবং,1
1011,আকাশকেমনে,1
1012,ঝাঁকশব্দের,1
1013,গুঞ্জিত ,1
1014,অটুটচিরদিন ,1
1015,এইজনহীন,1
1016,স্টেশনেথামলে,1
1017,ঠেলেচা,1
1018,খুড়ি,1
1019,প্লাটফর্মে  হুইসিলে,1
1020,সচকিত হঠাৎ,1
1021,ধরাব,1
1022,ভাবব,1
1023,কতদিনকারসেই,1
1024,হৃদয়বস্তুত,1
1025,বিষণ্নতাপ্রত্যহ,1
1026,ঘাটান্তরে,1
1027,কথাজপিয়েছে ,1
1028,ধ্যানের,1
1029,সময় যাতে,1
1030,সুনিশ্চয়ভ্রমের,1
1031,বিরূপতাউজিয়ে,1
1032,অবনতাবঙ্গোপসাগর,1
1033,মহেঞ্জোদারো,1
1034,মথুরায়ছিলে ,1
1035,নিশাকালে কখনো,1
1036,সমরখন্দে ,1
1037,বোখারায়,1
1038,জানিসুরতের,1
1039,রোশ্‌নি,1
1040,শায়েরের,1
1041,তারানায়ঝলসাতো,1
1042,খালেবাইতে,1
1043,মহুয়ারূপে,1
1044,তরীখানি ,1
1045,কোনার,1
1046,ল্যাম্পজ্বলতেই,1
1047,বিরক্তিতেবেজায়,1
1048,খুসখুস,1
1049,লাগলডান,1
1050,চাপে কলমটিকে,1
1051,টেবিলেততই,1
1052,ধরেছেশূন্য,1
1053,পাতাটি,1
1054,তুলবেই,1
1055,কলমটিকে,1
1056,চোখেরআড়ালে,1
1057,ড্রয়ারে ,1
1058,কিছুবইপত্রের,1
1059,লাফিয়েওঠে,1
1060,বেজায়পেয়েছে,1
1061,হাসবনাকি,1
1062,হল অদূরে,1
1063,লোকটাজীবনের,1
1064,ভীষণহাবুডুবু,1
1065,গলায়দেবে,1
1066,আনন্দেরকত,1
1067,ফোটে এই,1
1068,তিমিরতাড়িয়ে,1
1069,একালা,1
1070,একলাকোথাও,1
1071,বহুদূরেখোলা,1
1072,উপবনে ,1
1073,দেখে পাখির,1
1074,প্রকৃতিরসৌন্দর্যে,1
1075,আমারছয়,1
1076,দৌহিত্রীর,1
1077,থাকবোবহুকাল ,1
1078,ভিড়ভাট্রা ,1
1079,চামারি ,1
1080,ডাকাতিযতই,1
1081,স্থান,1
1082,কোথাও ভুলেও,1
1083,নাছোড়আঙুল,1
1084,দুপুরে যখন,1
1085,তিমিরেশয্যায়,1
1086,আসতেচায় ,1
1087,স্যুইচবোর্ড,1
1088,স্যুইচচকিতে,1
1089,কামরা ,1
1090,বিছিয়েআমাকে,1
1091,বিকটভঙ্গিতে,1
1092,ছড়া,1
1093,ছিটোয়আমার,1
1094,উঁচিয়েমাথা,1
1095,নিশ্চিতএকদিন,1
1096,সুগঠিত ,1
1097,স্লোগানে,1
1098,জোড়াট্রাউজার ,1
1099,জুতো আন্ডারওয়ার,1
1100,রবিন,1
1101,কয়েকটিরুমালও,1
1102,গ্রন্থাবলি ,1
1103,বীমার,1
1104,কিস্তির,1
1105,মাগ্যিভাতা ,1
1106,রেস্ত,1
1107,রোজ শুধু,1
1108,ওরাপরীর,1
1109,বটে বহুরূপী,1
1110,দেখি সেলুনে,1
1111,মুণ্ডিত,1
1112,রোজকিছু,1
1113,চুলেদেখি,1
1114,কানেকী,1
1115,লুটোপুটি দুটি,1
1116,লোকছুঁড়ে,1
1117,ধুলোয়বালক,1
1118,দূর্গ ,1
1119,ট্যাঁকে শুধু,1
1120,সংলাপ,1
1121,দু টিমানুষের ,1
1122,চৌরাস্তায়পুলিশের,1
1123,কুকুরেরপদশব্দ ,1
1124,কিশোরীকে,1
1125,আরমহিলাকে,1
1126,গৃহিনীরঅসুস্থ,1
1127,বাজেএকটানা ,1
1128,আকাশে শুধু,1
1129, দেখে,1
1130,ঠিকউৎরে,1
1131,তথাগত,1
1132,যীশু দগ্ধীভূত,1
1133,বোধিদ্রুম ফন্দিবাজ,1
1134,জনরবে,1
1135,জিঘাংসায়,1
1136,মেতেচেনা,1
1137,পাখিকেচতুর,1
1138,ফাঁদে ,1
1139,মানুষ ভালবাসে,1
1140,তাপ ,1
1141,ভয়েচেঁচিয়ে,1
1142,বিঁধবো,1
1143,অকাতরে ,1
1144,শোণিতবিষণ্ণ,1
1145,বংশের,1
1146,শিহরণমতবাদ,1
1147,গোধুলিতে ,1
1148,সংবর্ধনাপায়,1
1149,বিষাদেরইন্ধন,1
1150,পক্ষাঘাতগ্রস্ত ,1
1151,সময়েরকাৎরানি,1
1152,মূঢ়তা,1
1153,মিথ্যাচার ,1
1154,নিশ্বাসেঅগোচরে,1
1155, যে,1
1156,ভ্রাতৃহননে,1
1157,প্ররোচিত,1
1158,বারপ্রেতায়িত,1
1159,মন্ত্রণায় ,1
1160,চিৎকারেকেঁপে,1
1161,গৃহস্থালি,1
1162,মতো বন্ধু,1
1163,কপাট ,1
1164,ঢোকেরাত্রির,1
1165,আঁধিঝড়েসদম্ভে,1
1166,সুনিশ্চিতদায়ভাগী,1
1167,চিরন্তনী,1
1168,অপচয়,1
1169,আমাদেরসব,1
1170,কিমাকারজন্তুর,1
1171,আমিবিষাদের,1
1172, খাবার,1
1173,আমিসান্ত্বনাদায়িনী,1
1174,কাঁহাতকখোকা,1
1175,নকশায় আমার,1
1176,দৃশ্যকাব্য,1
1177,হলেছিল,1
1178,ঝামেলা,1
1179,পরেবস্তুপুজ্ঞে,1
1180,রহস্যময়তা  ,1
1181, বাচাল,1
1182,প্রিন্টিং,1
1183,জয়োল্লাসে,1
1184,আজযে,1
1185,স্বরহীনক্রীড়নক,1
1186,সারাক্ষণপ্রকাণ্ড ,1
1187,ঝাপটায় কেবলি,1
1188,স্বপ্নলোকের,1
1189,চৌকাঠে ধাতুর,1
1190,কারাশক্ত,1
1191,কাঠে,1
1192,নৈরাজ্যে,1
1193,অস্থিরপ্রসিদ্ধ,1
1194,যায় চতুর্দিকে,1
1195,অখণ্ড,1
1196,স্বরাজ ফুটপাথে,1
1197,শাসানি,1
1198,পরিমলবোঝেনি,1
1199,অন্ধকারেভায়ের,1
1200,হিংস্রতায়শরীরে,1
1201,দেখেথমকে,1
1202,অবিশ্বাস  রাজহাঁস,1
1203,পৃথিবীতেসম্প্রতি,1
1204,ইতোমধ্যেপঞ্চাশ,1
1205,বেবাকঅনেক,1
1206,নড়বড়ে চোখে,1
1207,পৃথিবীচশমা,1
1208,শিরায়মাঝে,1
1209,নয় বিছানায়,1
1210,থাকাটাইসমীচীন,1
1211,আইঢাই,1
1212,আকালআমার,1
1213,বাস্তবিকএই,1
1214,হাল ,1
1215,দাঁড়ানোসাজে,1
1216,পড়েকখনো,1
1217,দস্যুতায়,1
1218,ভাঙিনি,1
1219,বাসা এবং,1
1220,ছিঁড়িনি,1
1221,ছানাকে,1
1222,ডুবাইনি,1
1223,জলেঅথবা,1
1224,আমিকখনো,1
1225,ঝাঁকবালি,1
1226,দিকে এত,1
1227,একালেকোনো,1
1228,ধনুক ,1
1229,পুরুষ গানে,1
1230,খাওয়া উদাসীন ,1
1231,ধীবর একে,1
1232,আজকেবল,1
1233,ক্ষমাই,1
1234,প্রাপ্য,1
1235,পাশে মুগ্ধাবেশে,1
1236,তাকেকরবে,1
1237,কালোপঙ্গপাল ,1
1238,অভ্যাসে,1
1239,বীতরাগ ,1
1240,ব লেতাড়িয়ে,1
1241,ফুট,1
1242,অন্যমনস্কতাবিড়ি,1
1243,পথদীর্ঘ,1
1244,বেয়েযথারীতি,1
1245,জীব ,1
1246,তা না ,1
1247,জাহান্নামে,1
1248,অনুতাপের,1
1249,বিবরেব সে,1
1250,মানেসেই,1
1251,তাড়ালে,1
1252,লোকচক্ষুর,1
1253,আড়ালেআমাকে,1
1254,আস্তনা,1
1255,গাড়তে,1
1256,অর্থাৎসেই,1
1257,কম্পোজিটার,1
1258,খানাখন্দেকেবলি,1
1259,দিচ্ছিলো,1
1260,দেখি স্বপ্নের,1
1261,সে সুস্থতার,1
1262,উন্মত্ততা ,1
1263,তারহাতের,1
1264,প্রান্তরকারাগার,1
1265,চিৎকারধন্য,1
1266,আলোময়একটি,1
1267,আঁতুড়ঘর,1
1268,সেটাইপে,1
1269,সাজাতো,1
1270,ভিয়েতনাম,1
1271,নিখুঁতঅন্ধকার,1
1272,একিদারুণ,1
1273,অবজ্ঞা,1
1274,বৈপরীত্যবিলাসী,1
1275,সেভ্রান্তির,1
1276,অহর্নিশ এখন,1
1277,এবারকী,1
1278,জায়গাজুড়ে,1
1279,ভারীঅপ্রস্তুত ,1
1280,অবিকলএবং,1
1281,সুস্থতাভীষণ,1
1282,জুতোয়,1
1283,গলিয়ে,1
1284,ঠিকপদযুগ,1
1285,ভিয়েতনামএবং,1
1286,পাচ্ছিনা,1
1287,আর পাচ্ছি,1
1288,শুধুভীষণ,1
1289,ফেলছি ,1
1290,শুধুদুই,1
1291,হঠাৎথেমে,1
1292,স্রেফথেমে,1
1293,উঁকিদেয়,1
1294,অজ্ঞাতেহঠাৎ,1
1295,ধীরেমাথাটা,1
1296,প্রবীণএকজন,1
1297,রয়েছেন,1
1298,তাঁরহলুদ,1
1299,দাড়িউপস্থিতি,1
1300,একলহমায়,1
1301,মর্যাদা,1
1302,দ্রুতদাঁড়িয়ে,1
1303,চরণে,1
1304,প্রমাণ,1
1305,নিবেদন ,1
1306,না মাথাটা,1
